ID,Edad,Educacion,Estado_Civil,Ingreso,Hijos_Ninos,Hijos_Adolescentes,Fecha_Inscripcion,Dias_Ult_Compra,Gasto_Vinos,Gasto_Frutas,Gasto_Carne,Gasto_Pescado,Gasto_Dulces,Prod_prem,Compras_Oferta,Compras_Web,Compras_Catalogo,Compras_Fisicas,Visitas_Web,Queja,Costo_Contacto,Ganancia,Camp1,Camp2,Camp3,Camp4,Camp5,Ult_Camp
6818,52,Graduation,Casado ,44989.0,0.0,1,12-09-2012,26,98.0,0,106.0,49.0,10.0,106,5.0,5.0,1,5,6,0.0,,,0,0.0,0.0,0,0,0.0
3526,58,PhD,Casado ,38443.0,0.0,1,27-01-2014,58,32.0,0,5.0,0.0,0.0,1,2.0,1.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
8181,48,2n Cycle,Soltero ,38593.0,0.0,0,13-09-2013,42,51.0,12,49.0,17.0,24.0,24,3.0,4.0,1,3,8,0.0,,,0,0.0,0.0,0,0,0.0
1029,56,PhD,En pareja ,64413.0,0.0,1,01-08-2013,27,200.0,5,44.0,0.0,10.0,20,1.0,5.0,1,5,5,0.0,,,0,0.0,0.0,0,0,0.0
7369,45,Master,Casado ,36959.0,1.0,0,02-10-2013,56,25.0,6,25.0,6.0,0.0,0,2.0,2.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
2574,49,PhD,Casado ,61996.0,0.0,1,31-01-2013,27,1050.0,12,144.0,0.0,0.0,24,3.0,6.0,4,8,5,0.0,,,1,1.0,0.0,1,0,1.0
8159,58,Graduation,Casado ,51287.0,0.0,1,01-04-2014,10,117.0,0,22.0,13.0,0.0,30,3.0,4.0,1,3,7,0.0,,,0,0.0,0.0,0,0,0.0
1160,56,Graduation,Casado ,13260.0,1.0,1,23-08-2013,48,9.0,4,17.0,10.0,2.0,7,4.0,3.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
10242,60,PhD,En pareja ,47472.0,1.0,1,16-09-2013,39,56.0,0,11.0,0.0,0.0,8,2.0,2.0,0,4,5,0.0,,,0,0.0,0.0,0,0,0.0
5253,70,Master,En pareja ,54603.0,0.0,1,09-07-2013,85,145.0,13,46.0,17.0,2.0,4,6.0,4.0,2,4,7,0.0,,,0,0.0,0.0,0,0,0.0
5966,52,PhD,Casado ,45207.0,1.0,1,10-11-2012,64,203.0,0,10.0,0.0,0.0,2,5.0,3.0,1,6,6,0.0,,,0,0.0,0.0,1,0,0.0
5314,75,Graduation,En pareja ,40689.0,0.0,1,18-03-2013,69,270.0,3,0.0,0.0,0.0,99,0.0,7.0,1,5,8,0.0,,,0,0.0,0.0,0,0,0.0
5081,59,2n Cycle,En pareja ,47821.0,0.0,1,20-10-2013,54,9.0,0,16.0,6.0,6.0,10,0.0,1.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
5123,75,Master,Casado ,27450.0,0.0,0,15-04-2013,57,37.0,12,23.0,8.0,11.0,52,1.0,2.0,1,3,7,0.0,,,0,0.0,0.0,0,0,0.0
5756,43,Graduation,En pareja ,39453.0,0.0,0,03-04-2014,64,46.0,0,7.0,0.0,0.0,2,2.0,2.0,0,3,6,0.0,,,0,0.0,0.0,0,0,0.0
8036,55,2n Cycle,En pareja ,26850.0,0.0,1,18-04-2014,10,31.0,1,13.0,7.0,2.0,9,4.0,2.0,1,4,4,0.0,,,0,0.0,0.0,0,0,0.0
9058,71,Graduation,Viudo ,79800.0,0.0,0,23-09-2012,65,1060.0,21,530.0,32.0,0.0,224,1.0,5.0,11,5,3,0.0,,,1,0.0,1.0,0,1,1.0
5057,65,Master,Casado ,61794.0,0.0,1,14-09-2013,74,264.0,47,188.0,54.0,47.0,11,2.0,4.0,4,10,2,0.0,,,0,0.0,0.0,0,0,0.0
254,71,Graduation,En pareja ,53863.0,0.0,1,17-05-2014,4,399.0,4,30.0,6.0,4.0,30,3.0,7.0,1,7,7,0.0,,,0,0.0,0.0,1,0,0.0
4179,67,Graduation,En pareja ,24221.0,0.0,0,20-08-2013,94,8.0,9,9.0,2.0,5.0,22,1.0,1.0,1,3,4,0.0,,,0,0.0,0.0,0,0,0.0
3710,42,PhD,Soltero ,39684.0,0.0,0,12-10-2012,41,19.0,0,35.0,6.0,4.0,17,2.0,2.0,1,2,7,0.0,,,0,0.0,0.0,0,0,1.0
7627,51,Master,Casado ,92163.0,0.0,0,12-12-2012,25,817.0,183,797.0,106.0,163.0,20,0.0,5.0,11,5,2,0.0,,,1,0.0,0.0,0,1,1.0
4501,61,Master,Soltero ,69882.0,0.0,0,10-11-2013,94,292.0,127,635.0,132.0,127.0,165,1.0,3.0,7,9,1,0.0,,,0,0.0,0.0,0,0,0.0
6424,49,Graduation,En pareja ,33178.0,0.0,0,30-01-2014,9,12.0,6,2.0,11.0,2.0,16,1.0,1.0,0,3,4,0.0,,,0,0.0,0.0,0,0,0.0
3075,54,PhD,Casado ,59973.0,0.0,0,11-09-2013,47,130.0,30,168.0,20.0,34.0,0,1.0,3.0,4,7,1,0.0,,,0,0.0,0.0,0,0,0.0
4992,51,Master,En pareja ,17459.0,1.0,0,19-09-2013,12,6.0,4,16.0,3.0,10.0,30,3.0,3.0,1,2,7,0.0,,,0,0.0,0.0,0,0,1.0
5252,57,Graduation,Divorciado ,23910.0,0.0,0,26-10-2012,249,16.0,12,18.0,7.0,1.0,13,1.0,2.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
7444,57,Master,Casado ,42169.0,1.0,1,19-10-2013,20,19.0,0,9.0,0.0,0.0,2,2.0,1.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
6919,48,2n Cycle,Casado ,26224.0,0.0,0,04-06-2013,39,4.0,7,15.0,13.0,9.0,15,3.0,2.0,1,3,6,0.0,,,0,0.0,0.0,0,0,0.0
3537,45,Graduation,En pareja ,31089.0,0.0,0,17-08-2012,57,31.0,3,31.0,2.0,8.0,4,0.0,3.0,0,4,8,0.0,,,0,0.0,0.0,0,0,0.0
10277,65,Graduation,Soltero ,30081.0,0.0,1,21-02-2013,27,36.0,0,2.0,0.0,0.0,4,1.0,1.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
2453,66,Graduation,En pareja ,62807.0,0.0,1,31-08-2012,83,526.0,28,135.0,10.0,21.0,99,3.0,5.0,3,12,5,0.0,,,0,0.0,0.0,0,0,0.0
7972,71,Graduation,Soltero ,72906.0,0.0,0,17-09-2013,79,400.0,32,519.0,71.0,75.0,54,0.0,3.0,4,9,1,0.0,,,0,0.0,0.0,0,0,0.0
895,78,PhD,Casado ,61467.0,0.0,2,09-12-2012,69,410.0,16,114.0,0.0,5.0,49,3.0,5.0,2,10,5,0.0,,,0,0.0,0.0,0,0,0.0
1177,60,Master,En pareja ,49618.0,1.0,1,26-01-2013,77,80.0,3,26.0,4.0,2.0,14,4.0,3.0,1,3,7,0.0,,,0,0.0,0.0,0,0,0.0
7141,40,Master,Soltero ,21888.0,0.0,0,29-12-2012,15,88.0,10,46.0,2.0,3.0,64,0.0,5.0,1,2,10,0.0,,,0,0.0,0.0,0,0,1.0
7232,53,Graduation,Viudo ,42429.0,0.0,1,11-02-2014,99,55.0,0,6.0,2.0,0.0,4,2.0,1.0,1,3,5,0.0,,,0,0.0,0.0,0,0,0.0
8477,70,Graduation,Divorciado ,26150.0,0.0,1,11-03-2013,61,5.0,1,13.0,3.0,5.0,1,1.0,1.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
2457,51,Basic,Casado ,30801.0,0.0,1,26-10-2012,23,8.0,4,5.0,15.0,2.0,11,2.0,1.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
988,61,Graduation,Casado ,81168.0,0.0,0,07-05-2014,84,410.0,0,592.0,147.0,22.0,22,1.0,6.0,4,7,3,0.0,,,1,0.0,0.0,0,0,0.0
7930,57,Master,Soltero ,26877.0,0.0,0,19-08-2013,74,101.0,13,76.0,20.0,18.0,40,2.0,3.0,1,6,6,0.0,,,0,0.0,0.0,0,0,0.0
4587,82,Master,Viudo ,45006.0,0.0,0,18-07-2013,90,162.0,25,53.0,16.0,0.0,10,0.0,3.0,1,7,3,0.0,,,0,0.0,0.0,0,0,0.0
6682,53,Basic,Casado ,18978.0,1.0,0,11-12-2012,41,2.0,8,1.0,4.0,7.0,15,1.0,1.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
6222,59,Graduation,Casado ,22574.0,0.0,1,28-10-2013,28,25.0,0,8.0,2.0,0.0,2,2.0,2.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
10299,57,PhD,Soltero ,48240.0,0.0,0,09-11-2012,73,389.0,91,248.0,64.0,49.0,41,3.0,6.0,3,13,5,0.0,,,0,0.0,0.0,0,0,1.0
3083,52,Graduation,Casado ,45837.0,1.0,1,26-07-2013,88,215.0,13,87.0,17.0,17.0,24,5.0,6.0,2,5,7,0.0,,,0,0.0,0.0,0,0,0.0
8953,61,Master,Soltero ,35791.0,2.0,1,06-05-2013,94,27.0,0,5.0,0.0,0.0,3,2.0,1.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
1503,50,PhD,En pareja ,162397.0,0.0,1,03-06-2013,31,85.0,1,16.0,2.0,1.0,2,0.0,0.0,0,1,1,0.0,,,0,0.0,0.0,0,0,0.0
8650,48,Graduation,Viudo ,54162.0,0.0,1,18-03-2013,31,5.0,6,10.0,6.0,5.0,10,1.0,1.0,0,3,4,0.0,,,0,0.0,0.0,0,0,0.0
10862,66,Master,Casado ,30522.0,0.0,1,17-08-2012,6,179.0,8,83.0,19.0,11.0,26,5.0,1.0,2,9,2,0.0,,,0,0.0,0.0,0,0,0.0
2782,65,PhD,Casado ,54456.0,0.0,1,11-07-2013,23,352.0,0,27.0,10.0,0.0,15,0.0,6.0,1,7,6,0.0,,,0,0.0,0.0,0,0,0.0
6941,55,Graduation,Soltero ,31632.0,0.0,0,14-07-2013,92,17.0,8,12.0,11.0,15.0,32,1.0,2.0,1,2,7,0.0,,,0,0.0,0.0,0,0,0.0
10972,77,Graduation,Viudo ,72298.0,0.0,0,10-03-2014,52,625.0,35,169.0,58.0,17.0,35,1.0,4.0,3,6,1,0.0,,,0,0.0,0.0,1,1,0.0
10708,48,2n Cycle,Soltero ,36975.0,1.0,0,28-12-2013,50,10.0,6,11.0,0.0,4.0,2,1.0,1.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
6583,71,2n Cycle,Casado ,72635.0,0.0,0,03-06-2013,54,390.0,22,323.0,104.0,35.0,107,1.0,6.0,8,6,3,0.0,,,1,0.0,0.0,0,0,0.0
3641,50,Graduation,Casado ,13624.0,1.0,0,20-01-2013,93,10.0,2,15.0,2.0,1.0,6,2.0,2.0,0,3,6,0.0,,,0,0.0,0.0,0,0,0.0
10156,51,Graduation,Soltero ,84196.0,0.0,1,03-06-2013,56,215.0,63,507.0,231.0,31.0,190,1.0,8.0,4,7,3,0.0,,,0,0.0,0.0,0,0,0.0
4299,66,Graduation,En pareja ,70971.0,0.0,1,21-09-2012,28,1001.0,17,572.0,93.0,125.0,17,7.0,11.0,11,5,7,0.0,,,0,0.0,0.0,0,0,1.0
3469,49,PhD,Divorciado ,34487.0,0.0,1,06-09-2012,94,19.0,18,33.0,24.0,1.0,8,3.0,3.0,0,3,9,0.0,,,0,0.0,0.0,0,0,0.0
5063,49,Graduation,Soltero ,28769.0,0.0,0,18-12-2012,76,41.0,5,0.0,0.0,0.0,3,0.0,4.0,1,4,9,0.0,,,0,0.0,0.0,0,0,0.0
10727,56,PhD,Casado ,69084.0,0.0,0,19-11-2013,43,1181.0,107,199.0,39.0,30.0,30,2.0,7.0,3,13,8,0.0,,,0,0.0,0.0,0,0,0.0
9624,68,PhD,En pareja ,65488.0,0.0,0,13-06-2014,46,603.0,45,207.0,36.0,18.0,54,1.0,3.0,4,6,1,0.0,,,0,0.0,0.0,0,0,0.0
5156,56,2n Cycle,Casado ,62466.0,0.0,1,15-01-2014,13,129.0,129,259.0,168.0,121.0,83,5.0,6.0,3,12,4,0.0,,,0,0.0,0.0,0,0,0.0
4376,66,2n Cycle,Soltero ,32218.0,0.0,0,15-02-2014,27,10.0,24,15.0,13.0,1.0,30,1.0,2.0,1,3,7,0.0,,,0,0.0,1.0,0,0,1.0
8923,53,Graduation,Soltero ,83917.0,0.0,0,18-04-2013,12,514.0,22,732.0,42.0,198.0,79,1.0,6.0,7,7,3,0.0,,,0,0.0,0.0,0,0,1.0
8461,64,Graduation,Divorciado ,46102.0,2.0,1,10-03-2014,3,14.0,0,1.0,0.0,0.0,1,1.0,1.0,0,2,7,0.0,,,0,0.0,0.0,0,0,0.0
6945,74,Graduation,Soltero ,84574.0,0.0,0,04-06-2013,72,387.0,20,713.0,38.0,54.0,163,0.0,9.0,11,11,5,0.0,,,0,0.0,0.0,0,0,0.0
944,64,Graduation,Casado ,56181.0,0.0,1,08-01-2013,6,121.0,103,69.0,8.0,44.0,48,1.0,4.0,2,7,4,0.0,,,0,0.0,0.0,0,0,0.0
1907,76,Master,Divorciado ,63120.0,0.0,1,28-09-2012,53,965.0,69,279.0,54.0,41.0,69,5.0,8.0,4,9,7,0.0,,,0,0.0,0.0,0,0,1.0
701,55,Graduation,Casado ,73691.0,0.0,1,06-11-2013,58,707.0,21,250.0,85.0,43.0,73,2.0,6.0,2,8,2,0.0,,,0,0.0,1.0,0,0,0.0
3856,66,Graduation,En pareja ,63381.0,0.0,1,05-10-2012,78,571.0,50,142.0,33.0,50.0,159,4.0,4.0,5,13,2,0.0,,,0,0.0,0.0,0,0,0.0
4149,78,PhD,En pareja ,76140.0,0.0,0,13-05-2014,57,586.0,66,653.0,17.0,0.0,26,1.0,5.0,9,6,2,0.0,,,0,0.0,0.0,0,0,0.0
2131,67,PhD,Divorciado ,62859.0,0.0,1,30-12-2012,37,1063.0,89,102.0,16.0,12.0,25,4.0,9.0,4,6,6,0.0,,,0,0.0,0.0,0,0,0.0
2942,62,Graduation,Soltero ,45906.0,0.0,1,07-05-2013,20,305.0,3,27.0,4.0,3.0,144,2.0,5.0,4,4,5,0.0,,,0,0.0,0.0,0,0,0.0
1173,79,Master,En pareja ,77632.0,0.0,0,10-03-2013,73,1200.0,105,758.0,0.0,42.0,147,1.0,4.0,2,6,2,0.0,,,0,0.0,0.0,1,1,1.0
4381,55,PhD,Casado ,46463.0,1.0,1,18-08-2013,56,163.0,2,40.0,8.0,11.0,11,7.0,3.0,1,6,6,0.0,,,0,0.0,0.0,0,0,0.0
4611,56,Graduation,En pareja ,105471.0,0.0,0,21-01-2013,36,1009.0,181,104.0,202.0,21.0,207,0.0,9.0,8,13,3,0.0,,,1,0.0,0.0,0,1,1.0
3376,56,Master,Divorciado ,55282.0,0.0,0,13-12-2013,9,125.0,6,73.0,8.0,4.0,19,1.0,3.0,1,6,4,0.0,,,0,0.0,0.0,0,0,0.0
4679,49,Master,Casado ,78710.0,0.0,1,23-05-2014,42,721.0,0,152.0,119.0,50.0,50,3.0,7.0,6,12,4,0.0,,,0,0.0,0.0,0,0,0.0
10928,68,Graduation,En pareja ,66886.0,0.0,1,16-09-2013,28,315.0,4,62.0,41.0,31.0,146,0.0,7.0,1,7,5,0.0,,,0,0.0,0.0,0,0,0.0
4248,66,Master,Soltero ,98777.0,0.0,0,17-02-2014,23,1000.0,19,711.0,125.0,115.0,38,0.0,4.0,6,9,1,0.0,,,0,0.0,0.0,1,0,0.0
6728,41,Graduation,En pareja ,29103.0,0.0,0,27-08-2012,38,16.0,0,17.0,6.0,3.0,6,0.0,1.0,0,3,9,0.0,,,0,0.0,0.0,0,0,0.0
6661,52,Graduation,Casado ,67445.0,0.0,1,12-08-2012,63,757.0,80,217.0,29.0,80.0,11,5.0,9.0,6,12,6,0.0,,,0,0.0,0.0,0,0,0.0
4725,76,PhD,En pareja ,50616.0,0.0,1,13-04-2014,71,30.0,2,25.0,0.0,1.0,9,1.0,1.0,1,4,2,0.0,,,0,0.0,0.0,0,0,0.0
3277,71,Graduation,Divorciado ,49431.0,0.0,1,03-08-2012,9,219.0,3,100.0,26.0,0.0,17,2.0,7.0,1,5,8,0.0,,,0,0.0,0.0,0,0,0.0
5555,51,Graduation,Divorciado ,153924.0,0.0,0,07-02-2014,81,1.0,1,1.0,1.0,1.0,1,0.0,0.0,0,0,0,0.0,,,0,0.0,0.0,0,0,0.0
2564,73,Graduation,En pareja ,61278.0,0.0,1,04-01-2014,87,111.0,3,28.0,2.0,6.0,15,2.0,3.0,1,4,6,0.0,,,0,0.0,0.0,0,0,0.0
946,68,2n Cycle,En pareja ,26490.0,0.0,0,22-09-2012,92,45.0,47,52.0,21.0,20.0,25,2.0,3.0,1,5,6,0.0,,,0,0.0,0.0,0,0,0.0
3867,79,PhD,En pareja ,73059.0,0.0,1,31-08-2013,36,410.0,112,420.0,0.0,82.0,71,1.0,9.0,3,13,4,0.0,,,0,0.0,0.0,0,0,0.0
6940,60,PhD,Soltero ,46734.0,1.0,2,21-10-2013,86,100.0,1,39.0,6.0,1.0,76,4.0,3.0,2,3,6,0.0,,,0,0.0,1.0,0,0,0.0
55,63,Graduation,En pareja ,56253.0,0.0,1,07-12-2012,83,509.0,0,65.0,7.0,11.0,5,4.0,7.0,2,9,6,0.0,,,0,0.0,0.0,0,0,0.0
7093,41,Graduation,Casado ,19986.0,1.0,0,14-11-2013,74,3.0,6,5.0,0.0,2.0,6,1.0,0.0,0,3,7,0.0,,,0,0.0,0.0,0,0,0.0
5084,51,Graduation,Viudo ,58330.0,0.0,1,25-12-2013,87,445.0,53,213.0,104.0,98.0,151,1.0,6.0,4,13,4,0.0,,,0,0.0,0.0,0,0,0.0
1777,46,Basic,Casado ,25965.0,0.0,0,07-09-2012,29,2.0,2,11.0,41.0,7.0,11,1.0,2.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
8162,70,Master,En pareja ,14661.0,0.0,0,01-01-2013,88,4.0,1,11.0,6.0,2.0,2,1.0,1.0,0,3,6,0.0,,,0,0.0,0.0,0,0,0.0
10826,67,Graduation,Casado ,18690.0,0.0,0,28-12-2012,77,6.0,1,7.0,23.0,4.0,19,1.0,1.0,1,2,8,0.0,,,0,0.0,0.0,0,0,0.0
8754,52,PhD,En pareja ,45068.0,0.0,1,16-05-2013,25,14.0,0,3.0,0.0,0.0,3,1.0,1.0,0,2,7,0.0,,,0,0.0,0.0,0,0,0.0
1987,39,Basic,Soltero ,21063.0,1.0,0,25-09-2013,34,1.0,10,11.0,19.0,3.0,15,2.0,2.0,0,3,6,0.0,,,0,0.0,0.0,0,0,0.0
11007,58,PhD,Casado ,29187.0,0.0,0,09-05-2013,43,26.0,0,6.0,0.0,0.0,2,1.0,1.0,0,3,8,0.0,,,0,0.0,0.0,0,0,0.0
7426,55,2n Cycle,Casado ,54690.0,0.0,1,07-11-2013,76,111.0,16,37.0,7.0,9.0,18,3.0,3.0,1,5,3,0.0,,,0,0.0,0.0,0,0,0.0
9153,62,PhD,Casado ,59304.0,0.0,1,29-07-2013,81,418.0,61,428.0,80.0,51.0,10,3.0,7.0,8,10,5,0.0,,,0,0.0,0.0,0,0,0.0
10379,64,Master,Soltero ,59247.0,0.0,2,08-11-2013,87,327.0,9,122.0,19.0,14.0,83,5.0,5.0,2,9,6,0.0,,,0,0.0,0.0,0,0,0.0
9204,56,Graduation,Viudo ,66731.0,0.0,1,12-09-2012,33,371.0,159,194.0,58.0,106.0,141,4.0,4.0,3,6,3,0.0,,,0,0.0,0.0,0,0,0.0
3197,46,Graduation,Casado ,77353.0,0.0,1,16-12-2013,38,275.0,59,107.0,69.0,101.0,59,2.0,6.0,4,8,4,0.0,,,0,0.0,0.0,0,0,0.0
2920,51,PhD,Soltero ,52614.0,0.0,1,01-12-2012,63,789.0,0,142.0,12.0,9.0,38,2.0,2.0,4,8,8,0.0,,,0,0.0,0.0,0,0,0.0
6961,52,Graduation,Casado ,26751.0,2.0,0,22-05-2014,26,1.0,1,5.0,0.0,3.0,1,1.0,1.0,0,2,8,0.0,,,0,0.0,0.0,0,0,0.0
4673,63,PhD,Casado ,81300.0,0.0,1,30-10-2012,17,1004.0,12,145.0,32.0,12.0,36,3.0,10.0,3,5,5,0.0,,,1,0.0,0.0,0,0,1.0
9937,47,Graduation,Soltero ,70337.0,0.0,0,02-01-2014,75,187.0,81,149.0,25.0,43.0,91,1.0,2.0,2,12,1,0.0,,,0,0.0,0.0,0,0,0.0
8779,41,2n Cycle,Casado ,36145.0,0.0,0,16-06-2013,13,56.0,4,76.0,17.0,1.0,18,4.0,4.0,1,3,9,0.0,,,0,0.0,1.0,0,0,1.0
9596,46,PhD,Soltero ,65295.0,0.0,0,23-12-2013,19,365.0,32,117.0,34.0,110.0,6,0.0,3.0,3,13,2,0.0,,,0,0.0,0.0,0,0,0.0
2891,63,Graduation,Divorciado ,68118.0,0.0,1,18-10-2013,51,595.0,23,123.0,10.0,23.0,154,0.0,8.0,9,4,6,0.0,,,0,0.0,0.0,0,0,0.0
4910,59,Graduation,Divorciado ,68743.0,0.0,0,30-08-2012,81,1132.0,134,384.0,175.0,134.0,115,1.0,11.0,5,13,7,0.0,,,0,0.0,0.0,0,0,0.0
75,44,2n Cycle,En pareja ,41039.0,0.0,0,25-07-2013,32,34.0,11,137.0,179.0,61.0,45,1.0,8.0,1,5,8,0.0,,,0,0.0,0.0,0,0,0.0
10120,71,Graduation,En pareja ,38946.0,0.0,1,24-10-2013,84,116.0,6,82.0,6.0,6.0,41,2.0,3.0,1,6,5,0.0,,,0,0.0,0.0,0,0,0.0
6327,59,Graduation,En pareja ,65777.0,0.0,0,19-12-2013,87,565.0,32,435.0,28.0,32.0,54,1.0,2.0,8,6,1,0.0,,,0,0.0,0.0,0,0,0.0
10142,50,PhD,Divorciado ,66476.0,0.0,1,07-03-2013,99,372.0,18,126.0,47.0,48.0,78,2.0,5.0,2,11,4,0.0,,,0,0.0,0.0,0,0,0.0
9826,54,PhD,Soltero ,86857.0,0.0,0,12-09-2012,96,899.0,102,838.0,133.0,102.0,40,0.0,5.0,6,10,2,0.0,,,0,0.0,0.0,0,0,1.0
1501,44,PhD,Casado ,160803.0,0.0,0,04-08-2012,21,55.0,16,1622.0,17.0,3.0,4,15.0,0.0,28,1,0,0.0,,,0,0.0,0.0,0,0,0.0
10767,37,PhD,En pareja ,77845.0,0.0,0,16-05-2014,40,760.0,40,480.0,0.0,40.0,26,1.0,3.0,5,12,1,0.0,,,1,0.0,0.0,0,1,0.0
7279,57,PhD,En pareja ,69476.0,0.0,0,30-09-2013,3,260.0,86,559.0,63.0,9.0,67,1.0,4.0,6,4,2,0.0,,,0,0.0,0.0,0,0,0.0
7230,66,PhD,Divorciado ,50611.0,0.0,1,04-10-2012,98,459.0,0,24.0,6.0,0.0,4,6.0,4.0,5,7,6,0.0,,,0,0.0,0.0,1,0,1.0
143,56,Graduation,Soltero ,61209.0,0.0,0,25-08-2013,73,466.0,0,224.0,119.0,49.0,99,1.0,5.0,3,4,2,0.0,,,0,0.0,0.0,0,0,0.0
450,68,Master,En pareja ,42315.0,0.0,1,12-07-2013,90,67.0,15,80.0,17.0,11.0,80,3.0,1.0,4,4,3,0.0,,,0,0.0,0.0,0,0,0.0
9316,74,Basic,En pareja ,13084.0,0.0,0,02-11-2013,29,2.0,0,7.0,3.0,7.0,10,1.0,1.0,0,3,6,0.0,,,0,0.0,0.0,0,0,0.0
6379,77,Master,Viudo ,47570.0,0.0,1,29-05-2013,3,67.0,1,20.0,0.0,2.0,31,3.0,2.0,2,2,7,0.0,,,0,0.0,0.0,0,0,1.0
9239,65,Master,Casado ,61923.0,0.0,2,26-07-2013,94,92.0,4,18.0,3.0,3.0,6,1.0,2.0,1,4,3,0.0,,,0,0.0,0.0,0,0,0.0
8315,31,Graduation,Soltero ,34824.0,0.0,0,26-03-2014,65,4.0,2,11.0,2.0,0.0,4,1.0,1.0,0,2,6,0.0,,,0,0.0,0.0,0,0,0.0
2868,77,PhD,Soltero ,26518.0,1.0,1,08-04-2013,33,20.0,1,28.0,3.0,3.0,2,3.0,2.0,0,3,8,0.0,,,0,0.0,0.0,0,0,1.0
10888,65,Graduation,Soltero ,45938.0,0.0,0,03-11-2013,46,273.0,11,178.0,62.0,83.0,29,2.0,8.0,4,6,6,0.0,,,0,0.0,0.0,0,0,0.0
1277,66,Graduation,En pareja ,78468.0,0.0,0,09-04-2014,29,434.0,22,388.0,104.0,22.0,34,1.0,10.0,7,10,4,0.0,,,1,0.0,0.0,0,0,0.0
9977,53,Graduation,Divorciado ,78901.0,0.0,1,17-09-2013,99,321.0,11,309.0,33.0,26.0,34,3.0,9.0,3,5,4,0.0,,,0,0.0,0.0,0,0,0.0
10196,48,Graduation,Casado ,71427.0,0.0,0,12-03-2014,26,212.0,123,177.0,15.0,64.0,23,2.0,8.0,2,8,4,0.0,,,0,0.0,0.0,0,0,0.0
6384,48,Graduation,Divorciado ,71022.0,0.0,1,11-02-2014,30,909.0,12,278.0,0.0,12.0,242,3.0,5.0,2,11,8,0.0,,,0,0.0,1.0,0,0,0.0
8029,38,Master,Soltero ,90247.0,0.0,0,29-04-2014,27,1184.0,32,352.0,21.0,16.0,16,1.0,3.0,4,7,1,0.0,,,1,0.0,0.0,1,1,1.0
968,58,Master,Divorciado ,41335.0,0.0,0,26-12-2013,24,112.0,19,21.0,16.0,14.0,5,3.0,4.0,1,4,7,0.0,,,0,0.0,0.0,0,0,0.0
6988,40,Graduation,Casado ,71952.0,0.0,0,10-01-2013,93,656.0,80,455.0,52.0,107.0,93,0.0,8.0,4,8,4,0.0,,,0,0.0,0.0,0,1,0.0
4472,56,PhD,Divorciado ,35682.0,0.0,0,27-06-2014,34,23.0,0,8.0,6.0,2.0,18,1.0,1.0,1,3,2,0.0,,,0,0.0,0.0,0,0,0.0
6991,75,Graduation,Divorciado ,43185.0,0.0,1,10-04-2013,88,537.0,6,0.0,16.0,0.0,30,0.0,9.0,3,6,8,0.0,,,0,0.0,0.0,0,0,0.0
3336,78,PhD,En pareja ,66375.0,0.0,1,21-11-2013,96,712.0,0,45.0,0.0,0.0,191,3.0,2.0,4,5,7,0.0,,,0,0.0,1.0,0,0,0.0
4301,55,Master,Casado ,35178.0,1.0,0,10-01-2013,10,23.0,1,13.0,2.0,2.0,18,1.0,1.0,1,2,7,0.0,,,0,0.0,1.0,0,0,1.0
1940,40,Graduation,Casado ,25252.0,0.0,0,12-07-2013,26,1.0,3,4.0,2.0,2.0,6,1.0,1.0,0,2,8,0.0,,,0,0.0,0.0,0,0,0.0
1272,61,Master,Soltero ,55250.0,0.0,1,21-10-2012,49,664.0,58,83.0,32.0,0.0,66,4.0,7.0,5,10,5,0.0,,,0,0.0,0.0,0,0,0.0
1388,51,Graduation,Soltero ,33249.0,0.0,0,20-02-2013,11,6.0,10,21.0,19.0,14.0,42,2.0,2.0,1,3,6,0.0,,,0,0.0,0.0,0,0,0.0
1044,73,Graduation,En pareja ,58398.0,0.0,0,14-05-2013,44,299.0,5,201.0,21.0,21.0,49,3.0,5.0,4,8,4,0.0,,,0,0.0,0.0,0,0,0.0
6969,44,Graduation,En pareja ,50272.0,1.0,0,07-08-2013,75,99.0,13,66.0,43.0,8.0,4,3.0,4.0,1,5,7,0.0,,,0,0.0,0.0,0,0,0.0
10479,51,PhD,Casado ,76618.0,0.0,0,07-12-2012,64,749.0,40,294.0,121.0,160.0,147,1.0,3.0,2,5,1,0.0,,,0,0.0,0.0,0,0,0.0
3619,66,2n Cycle,Divorciado ,87305.0,0.0,0,23-09-2012,19,345.0,25,501.0,63.0,138.0,80,1.0,5.0,3,8,2,0.0,,,0,0.0,0.0,0,1,1.0
